Pair,Mean,Median,Std
"['P1_Parham_Sheet1', 'P2_Dipeeka_Sheet1']",4.791666666666667,5.0,0.41485111699905347
"['P3_MO_Sheet1', 'P4_Armina_Sheet1']",4.916666666666667,5.0,0.28232985128663995
"['P5_ Delaram_Sheet1', 'P6_ Baharin_Sheet1']",5.0,5.0,0.0
"['P7_ Jia_Sheet1', 'P8_ Negin_Sheet1']",4.916666666666667,5.0,0.28232985128663995
"['P9_ Pouya_Sheet1', 'P10_ Diane_Sheet1']",4.875,5.0,0.3378319623460881
