Pair,Mean,Median,Std
"['P1_Parham_Sheet1', 'P2_Dipeeka_Sheet1']",4.541666666666667,5.0,0.6580053301400784
"['P3_MO_Sheet1', 'P4_Armina_Sheet1']",4.416666666666667,5.0,0.7755316082290384
"['P5_ Delaram_Sheet1', 'P6_ Baharin_Sheet1']",4.416666666666667,5.0,0.7172815023567723
"['P7_ Jia_Sheet1', 'P8_ Negin_Sheet1']",4.958333333333333,5.0,0.2041241452319315
"['P9_ Pouya_Sheet1', 'P10_ Diane_Sheet1']",4.5,5.0,0.9325048082403138
